user_id_str,full_text,text_en
1.6219360470673736e+18,setiap perpindahan kota pasti satu masalah utama tuh breakout di muka ada aja. skrg tbtb kering bgt muka mo nangis hiks pdhl air luwuk dingin seger tp itu hawa nya panas bgt balik lg cocok2an emg️,"Every time you move to a city, one major problem is always facial breakouts. now your face is so dry, you want to cry sob even though the water in Luwuk is cool and fresh but the air is really hot, it's fine again, it's fine, really️"
2335094394.0,Jauh2 ke luwuk ketemunye @yogabujang,All the way to Luwuk and found @yogabujang
2362577604.0,provinsi sulawesi tengah jga sih tapi ya saya memilih luwuk karna ya saya memang belum pernah kesini dan saya sangat penasaran dengan kota ini yang menawarkan berbagai macam keindahan alam dan saya akan mengexplorenya,"Central Sulawesi province too, but yes, I chose Luwuk because I have never been here and I am very curious about this city which offers various kinds of natural beauty and I will explore it."
2362577604.0,Memutuskan untuk memulai mimpi yang mungkin banyak orang mengatakan itu mimpi yg biasa saja tapi menurut saya itu besar yaitu keliling pulai sulwesi yaa walaupun tdk semua tempat pastinya perjalan dimulai dari morowali sulawesi tengah menuju luwuk banggai yang masih sama2 di,"Decided to start a dream that many people might say is an ordinary dream but in my opinion it is big, namely traveling around Sulawesi Island, although not all places, of course the journey starts from Morowali, Central Sulawesi to Luwuk Banggai, which is still the same in"
2362577604.0,3 hari di luwuk banggai nama panggilan su menjadi daeng,"3 days in Luwuk, proud of Su's nickname, Daeng"
1.1269054319163432e+18,Luwuk banggai terima kasih atas segala keindahan dan kebaikan yang sudah diberikan. Suatu hal yang tak akan terlupakan.,Luwuk is proud to thank you for all the beauty and kindness that has been given. Something that will never be forgotten.
855621674.0,Purwokerto - Bekasi - Luwuk... ekspedisi 45 hari..,Purwokerto - Bekasi - Luwuk... 45 day expedition..
593578976.0,Wishlist: bisa ke Luwuk Banggai lagi tapi liburan bukan kerja :),Wishlist: I can go to Luwuk Banggai again but it's a holiday instead of work :)
1.1269054319163432e+18,Selesai sudah singgah makasar lanut luwuk jalur laut,Finished stopping by Makasar lanut Luwuk sea route
1.3150546498466243e+18,Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. dalam 2 hari ,Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. in 2 days
147876846.0,Next luwuk letsss goooooo~~~~,Next Luwuk letsss goooooo~~~~
1.0185535902211892e+18,Tolong dong mas @prastow ingatkan layanan KPP Pratama Luwuk. Pegawai resepsionis wajahnya kecut minta ampun saat melayani orang mau urus NPWP pas tanya ke resepsionis dijawab sekenanya.,"Please, bro @prastow, remind us of the KPP Pratama Luwuk service. The receptionist had a sour face asking for forgiveness when serving people who wanted to take care of their NPWP when they asked the receptionist and answered carelessly."
231309444.0,saya ke medan bisa merasakan kereta bandara ke bitung bisa lewat tol dari manado ke samarinda sudah ada jalur jembatan baru ke jayapura sudah melewati jembatan baru ke luwuk sudah menjadi kota maju masih heran banyak orang terhasut hanya dari omongan anis seolah negara ini rusak,"I go to Medan, I can feel the airport train to Bitung, I can take the toll road from Manado to Samarinda, there is already a new bridge route to Jayapura, I have passed the new bridge to Luwuk, it has become a developed city, I am still surprised that many people are incited just by Anis' talk as if this country is broken"
1002601285.0,Yeayyy besok pulang Luwuk ,Yeayyy I'm going home from Luwuk tomorrow
117678778.0,Selayar kayaknya asik ya? atau Tanjung Puting? atau Luwuk Banggai? atau Toraja? atau Sumba? atau Waerebo? ah banyak kali wishlist ini,"Seems like fun, right? or Tanjung Puting? or Luwuk Banggai? or Toraja? or Sumba? or Waerebo? Ah, there are so many wishes on this wish list"
318411580.0,Ni mau ngeprint aja degdegan stgh mati karena print harus di kertas yang udah dicap basah RSUD Luwuk:) sampe salah ga ngerti lagi Banggai jauh bos. Untung kelar besok tinggal ke Dinkes ,"I just want to print it and I'm nervous about dying because it has to be printed on paper that has been wet stamped by Luwuk Regional Hospital :) until it's wrong, I don't understand anymore. Very proud boss. Luckily it will be finished tomorrow, just go to the Health Office"
318411580.0,Terimakasih Luwuk ,Thank you Luwuk
318411580.0,Ga nyangka bisa tahan setahun untuk ga pulang dari Luwuk mengabdi di sini sampe akhirnya Hari Kamis besok balik ke keluarga masing-masing. What a year.,I didn't think I would be able to endure a year without returning from Luwuk to serve here until finally going back to my respective families next Thursday. What a year.
223750812.0,Kalau ada kesempatan beli hp baru mau beli hp yg kameranya canggih sehingga bisa capture galaxy dari langit malam di luwuk,"If you have the opportunity to buy a new cellphone, you want to buy a cellphone with a sophisticated camera so you can capture galaxies from the night sky in Luwuk"
548968540.0,sebenernya di luwuk ini banyak bgt yg bisa diexplore tapi sygnya w brgkt udh dalam kondisi capee jd mau muter2 sendiri jg udh gada tenaga huee tp syg bgtt ini udh jauh2,"Actually, there are a lot of things in Luwuk that can be explored, but unfortunately I'm tired, so I want to go around on my own and I don't have the energy, but unfortunately, it's already a long way"
570645290.0,Jogja -&gt;jakarta-&gt;palu-&gt;luwuk Oh Tuhan tepaaaarrrrrrrr,Jogja -&gt;jakarta-&gt;palu-&gt;luwuk Oh my God it's truerrrrrrrr
207047571.0,kenapa tiket pesawat ke Jeju lebih murah dari pada ke Luwuk ,why are plane tickets to Jeju cheaper than to Luwuk?
76216670.0,Pengen deh ke Luwuk lagi,I want to go to Luwuk again
1.0095028265385329e+18,nyari promo tiket pesawat dimana deh luwuk - makassar mahal bgt yaAllah,"Look for promo plane tickets anywhere in Luwuk - Makassar, it's really expensive, my God"
538157358.0,Luwuk isinya napa banyak bule gini sama orang jepang oiya banyak LNG nya maklum ,"Luwuk is full of why there are so many foreigners like this and Japanese people, oh yes, there is a lot of LNG, understandably so"
318411580.0,Luwuk after rain ,Luwuk after rain
2275772358.0,Bagaimana dengan luwuk ,What about Luwuk?
315493001.0,masih teringat 25 tahun yang lalu di luwuk tinggal di rumah oma opa di jalan pelita .,I still remember 25 years ago in Luwuk living at my grandma's house on Jalan Pelita.
2185977434.0,udah kangen luwuk aja,I just miss Luwuk already
1.2840614451482092e+18, tanya dong biaya kirim paxel dari Palembang ke Luwuk Sulawesi Selatan itu kira-kira berapa ya?,"I'm wondering how much it costs to send a parcel from Palembang to Luwuk, South Sulawesi, right?"
533918606.0,pen buat thread tentang stase forensik luwuk tp masi blom dpt waktunyaaaaa.... nnti ae dah klo udah lg free bgttttt,"I wrote a thread about the Luwuk forensics station but I haven't had the time yet.... I'll wait when it's free again, greatttttt"
7.994241307013446e+17,Ternyata msh banyak air terjun sekitaran luwuk yg blm aku datangi P inpo partner gaaaas,It turns out there are still a lot of waterfalls around Luwuk that I haven't visited P inpo partner gaaaas
1.4570262497342956e+18,Luwuk stay pijat pasutri,Luwuk stay massage for couples
1.1305774150448824e+18,Liat agenda bulan ini sd Februari jejer2 travellingnya. Singapura Semarang Probolinggo Jogja terus terakhir ke Luwuk. Holah mendem tenan kalau gak dopping vitamin ini ,"Look at the agenda for this month through February, the list of travel plans. Singapore, Semarang, Probolinggo, Jogja, then finally to Luwuk. It's really cool if you don't dope with this vitamin"
128556683.0,Kok bisa @BatikAirID lagi-lagi overbook rute Luwuk- Makassar,How come @BatikAirID is again overbooking the Luwuk-Makassar route
717478404.0,Seneng banget di luwuk udah ada bebek goreng mirip h. slamet wkwk ,I'm really happy that in Luwuk there is fried duck like H. congratulations hahaha
585665750.0,Ternyata Pak Menkes habis kunjungan ke Palu. Mbok mampir sisan pak ke Luwuk Banggai. Biar liat sarana kesehatan di sini juga. Daerah luas kayak Banggai gini *cuma* ada dua RS Pemerintah. 1 RS tipe B dan 1 RS Pratama mendapat beban rujukan dari 27 Puskesmas ,"It turned out that the Minister of Health had just visited Palu. Mbok stopped by, sir, at Luwuk Banggai. Let's see the health facilities here too. A large area like Banggai has *only* two government hospitals. 1 Type B Hospital and 1 Pratama Hospital receive referral charges from 27 Community Health Centers"
156313998.0,Bangsaaatt . jaringan di #luwuk hancuurrr parah,Bangsaaatt. The network in #Luwuk is badly damaged
533918606.0,terimakasih luwuk :),thank you luwuk :)
156313998.0,Judul nya doank ini #luwuk kota berair tpi sering mati air PAM euy bangsaat lah udah 2 hari gak mandi bau badan dan gerah nya sungguh luar biasa,"The title is just this #Luwuk is a watery city but the PAM water often goes out. Damn it, I haven't showered for 2 days, the body odor and the heat are really extraordinary"
1.163481884350804e+18,LASTT DAY!! dadahh luwuk pankapann lagii (boong udh rncana balik kalo ada libur doain ga kepotong penelitian),"LAST DAY!! Dadahh luwuk pankapann again (boong I'm planning to come back if I have a holiday, I pray the research doesn't get cut short)"
1.243301761873367e+18,Info raja Ampat apa Luwuk Banggai?,Info on Raja Ampat or Luwuk Banggai?
318411580.0,Bangun tidur dg gempa + timingnya pas keluar breaking news Gempa Jepang dari CNN. Kirain emg widespread sampe Luwuk ternyata emang 2 titik pusat yang berbeda. All is well ,"Woke up with an earthquake + the timing was right when the breaking news about the Japan Earthquake came out from CNN. I thought it was widespread until Luwuk, but it turns out there are actually 2 different center points. All is well"
1353611834.0,Luwuk pe panas le s krg sama deng gtlo ,Luwuk is hot and now it's the same as GTLO
1.3170484976322437e+18,Taun kemarin sibuk ngurusin proyek di palu taun ini ditinggal ngurusin di luwuk ,"Last year he was busy taking care of a project in Palu, this year he was left to take care of it in Luwuk"
1.3170484976322437e+18,Badan pegel boyok sakit buat jongkok kang pijetku lagi di luwuk mingdep mau balik darjo pula,"My body is aching, it hurts to squat, my massager is in Luwuk, Mingdep, I want to go back to Darjo too"
86005529.0,ya Allah manifesting bisa ke Luwuk tahun depan aamiin,"O Allah, manifesting can go to Luwuk next year, amen"
1.163481884350804e+18,hi pipel! hri ini luwuk masih sepanas itu bahkan angin dikit aja gaada tapi gue ga rela balik bandung huhuw,hi pipel! Today Luwuk is still that hot and there's not even a little wind but I don't want to go back to Bandung huhuw
1.2716948346385326e+18,luwuk panas,hot luwuk
1.163481884350804e+18,luwuk panas bgt kayak ada 7 mataharinya cuy,"Luwuk is so hot, it's like there are 7 suns, guys"
164959055.0,persamaan ketika aku di kantor luwuk dan poso: 1. ga ikut acara penyambutan di luwuk karena ketinggalan pesawat di poso karena covid 2. ga ikut acara perpisahan di luwuk karena covid di poso karena kantornya membelah diri ,similarities when I was in the Luwuk and Poso offices: 1. didn't attend the welcoming event in Luwuk because I missed my flight in Poso because of Covid 2. didn't participate in the farewell event in Luwuk because of Covid in Poso because the office was split
1.2857746518854492e+18,knp in org luwuk tlalo sibuk dan trg p urusan e bnyak sp mslh in klo suka mo b urus supa sa kse stngah supa berkurang sp beban,"why are people in Luwuk so busy and have a lot of things to do, but if you like it, you can take care of it so you can take a break so your burden can be reduced"
1.550674939061371e+18,terbangun kukira aku lagi di Luwuk Banggai liburan,When I woke up I thought I was in Luwuk Banggai on holiday
318411580.0,Luwuk dingin bet dah akhir-akhir ini,Luwuk has been really cold lately
2677275866.0,Padahal rencana paling awal tahun ini yang pengen banget tu Maratua atau Alor. Tapi gaada jadwal yg pas sama libur cutber. Malah Luwuk yang duluan wkwk Dan dengan cuti 5 hari dah bisa explore banyak bgt kayanyaaaaa,"Even though the earliest plans for this year are Maratua or Alor. But there's no schedule that fits the cutter holidays. In fact, Luwuk is the first one hahaha And with 5 days off I can explore so much"
2677275866.0,Baru sadar kalo cuti 12 hari itu dikit kali. So my plan to explore Gorontalo-Bolsel-Luwuk is safe for May. Pake cuti 5 hari. Dan cuti taun baru ini aku pake 4. Damn sisanya untuk cuti natal lagi wkakwkwk,Just realized that taking 12 days off is a bit too long. So my plan to explore Gorontalo-Bolsel-Luwuk is safe for May. Take 5 days leave. And this New Year's holiday I used 4. Damn the rest is for Christmas leave again hahaha
2677275866.0,Just booked a dive trip ke Luwuk wkakwkakkww now I have sth to look forward to ,Just booked a dive trip to Luwuk wow now I have sth to look forward to
1.4551644967967867e+18,Halo @pln_123 @infoPLN Mohon di cek tegangan listrik tdk normal di hotel kota luwuk Jl. Kol. Sugiono no 2. Luwuk kab banggai sulteng 082374124555. Segera Karna listri drop merusak alat Elektronik,"Hello @pln_123 @infoPLN Please check for abnormal electricity voltage at the Luwuk City Hotel Jl. Cabbage. Sugiono no 2. Luwuk, Banggai Regency, Central Sulawesi 082374124555. Immediately because electricity drops damage electronic equipment"
318411580.0,Semua tugas selesai ️ tinggal menikmati sisa akhir internship di Luwuk ️,All assignments are complete ☑️ just enjoy the rest of the end of your internship in Luwuk ✔️
365298667.0,udah brpa taun ga pernah natalan di luwuk :),It's been several years since Christmas in Luwuk :)
1.6433192620844646e+18,Luwuk ini lagi ada apaan sih rame banget orderan connectivity ke sana ,What's going on in Luwuk? There are so many connectivity orders there
42556892.0,Buset dah mbak pramugari batik air flight luwuk-makassar gw siang ini cantik2 amat gw kalo terbang ke sulawesi apalagi manado entah dari jkt or mana aja batik tuh beningnya pramugrarinya ga ketolong. Mana pake kebaya pulak. Ku aja cewek seneng bener liatnya,"What a mess, Ms. batik flight attendant on the Luwuk-Makassar air flight. This afternoon, I'm really beautiful if I fly to Sulawesi, let alone Manado, whether from JKT or anywhere, the flight attendant's batik is so clear, I can't help it. Where are you wearing a kebaya? I'm just a girl who really enjoys seeing it"
1.4551644967967867e+18,Halo @pln_123 @infoPLN Mohon di periksa tegangan di hotel kota luwuk. Jl. S Parman no 2 luwuk banggai. Sulteng sudah beberapa hari tegangan drop di bawah 200. Mohon segera di periksa,"Hello @pln_123 @infoPLN Please check the voltage at the Luwuk city hotel. Jl. S Parman no 2 Luwuk is proud of. In Central Sulawesi, the voltage has dropped below 200 for several days. Please check immediately"
1.1011431952351804e+18,Ujan sore-sore kon playlist ambon manise dp vibes kayak sementara di oto perjalanan luwuk-palu.,"Late afternoon rainy day, Ambon Manise dp vibes playlist, like while on the Luwuk-Palu road trip."
547125634.0,apakah ada orang luwuk disini?,are there any luwuk people here?
218445618.0, mau ke banggai luwuk ah kapalnya 6-8 jam gjd mav,"Want to go to Banggai Luwuk, the boat takes 6-8 hours to Mav"
32267456.0,Luwuk besok grup joiner bareng bosun udah pada pulang. Setelah itu gua resmi jadi orang paling lama dikapal. Terancam disalip juga sama orang2 lain,"Luwuk, tomorrow the group of joiners and the bosun will be going home. After that, I officially became the person on the ship the longest. There is also a threat of being overtaken by other people"
95820082.0,cuman di LUWUK gak ada macet.. kesono kemari deket.. ngaretnya bisa jam²an #kebiasaan #jangan #dibiasain #tanya_kifatkay,only in LUWUK there are no traffic jams.. it's nice to come here close by.. the traffic can last for hours #habits #don't #get used to it #tanya_kifatkay
1.725571491029463e+18,Luwuk,Luwuk
1.0185535902211892e+18,Satlantas @DivHumas_Polri di Luwuk Banggai ini tidak ada mata dan telinga. Badan jalan dipake parkir tidak ditertibkan. Padahal dua nyawa melayang bbrapa minggu lalu.,The @DivHumas_Polri traffic unit in Luwuk Banggai has no eyes or ears. Roads used for parking are not disciplined. Even though two lives were lost a few weeks ago.
1156593614.0,Jalur di luwuk kase gila mmng kt ,"The route in Luwuk is crazy, really"
48954353.0,Baru tahu dari Kak Ama kalau tradisi di Luwuk sama seperti di Ternate ndak bisa masak dan makan yang pahit-pahit di hari Jumat.,Just found out from Sis Ama that the tradition in Luwuk is the same as in Ternate of not being able to cook and eat bitter things on Fridays.
156313998.0,Pelayanan toko dan pelayanan publik di kota #banggai #luwuk ini mayoritas sungguh buruk Ntah itu krna culture ntah itu krna mindset mreka ,The majority of shop services and public services in this #banggai #luwuk city are really bad. Whether it's because of culture or whether it's because of their mindset.
1.6870359049245614e+18,! Saya senang mengumumkan bahwa KHIT Gorontalo dan KHIT Palu sedang bekerja sama dengan Dinas Peternakan dan Kesehatan Hewan Luwuk Kabupaten Banggai untuk memastikan pemenuhan persyaratan lalulintas hewan dan produk turunannya dari,"! I am pleased to announce that KHIT Gorontalo and KHIT Palu are working with the Luwuk Animal Husbandry and Animal Health Service, Banggai Regency to ensure compliance with the requirements for the movement of animals and their derivative products from"
1.685939381683757e+18, ada kabar baik nih! KHIT Gorontalo dan KHIT Palu sedang berkoordinasi dengan Dinas Peternakan dan Kesehatan Hewan Luwuk untuk memastikan persyaratan lalulintas hewan dan produk turunannya terpenuhi. Jadi jangan khawatir lagi,there's good news! KHIT Gorontalo and KHIT Palu are coordinating with the Luwuk Animal Husbandry and Animal Health Service to ensure that animal traffic requirements and their derivative products are met. So don't worry anymore
1.6869174130346598e+18,Wah ternyata KHIT Gorontalo dan KHIT Palu sangat rajin ya berkoordinasi dengan Dinas Peternakan dan Kesehatan Hewan Luwuk. Pasti karena mereka suka banget sama lalulintas hewan dan produk turunannya. Keren deh!,"Wow, it turns out that KHIT Gorontalo and KHIT Palu are very diligent in coordinating with the Luwuk Livestock and Animal Health Service. It must be because they really like the traffic in animals and their derivative products. That's cool!"
1.6866056211253617e+18, ada kabar menarik nih! KHIT Gorontalo dan KHIT Palu sedang bekerja sama dengan Dinas Peternakan dan Kesehatan Hewan Luwuk Kabupaten Banggai. Mereka sedang berkoordinasi untuk memastikan persyaratan lalulintas hewan dan produk turunannya,"there's interesting news! KHIT Gorontalo and KHIT Palu are collaborating with the Luwuk Animal Husbandry and Animal Health Service, Banggai Regency. They are coordinating to ensure the traffic requirements of animals and their derivative products"
1.6848917904015852e+18,Saya ingin berbagi informasi bahwa KHIT Gorontalo dan KHIT Palu sedang bekerja sama dengan Dinas Peternakan dan Kesehatan Hewan Luwuk Kabupaten Banggai untuk memastikan pemenuhan persyaratan terhadap lalulintas hewan dan produk turunannya dari,"I would like to share information that KHIT Gorontalo and KHIT Palu are working together with the Luwuk Animal Husbandry and Animal Health Service, Banggai Regency to ensure compliance with the requirements for the movement of animals and their derivative products from"
1.6844193526643507e+18, Selamat pagi teman-teman! Hari ini aku ingin berbagi informasi penting nih. KHIT Gorontalo dan KHIT Palu sedang bekerja sama dengan Dinas Peternakan dan Kesehatan Hewan Luwuk Kabupaten Banggai untuk memastikan,"Good mornings friends! Today I want to share important information. KHIT Gorontalo and KHIT Palu are working with the Luwuk Animal Husbandry and Animal Health Service, Banggai Regency to ensure"
2459483186.0,Waktu sy capek sekali kerja dan mau resign di bulan Juni ada ka Novy sama ka Afni yg kasih2 kuat. Baru skrg dorang 2 so pigi k Luwuk ,"When I was very tired from work and wanted to resign in June, Novy and Afni were there to give me strength. Only now there are 2 of them so I'm going to Luwuk"
1.587132134330073e+18,Susun itinerary trip Luwuk Banggai dan Banggai Kepulauan. Bismillah.,Arrange a Luwuk Banggai and Banggai Islands trip itinerary. Bismillah.
1.261515631729361e+18,Kasian ini org org luwuk mo cari muka sampe sampe mo bawa israel dn palestina plis kalo mo cari muka sma izrail saja,"It's a pity that these luwuk people are looking for faces until they bring Israel and Palestine, if you want to look for faces, just go to the Israeli high school."
1156593614.0,1 minggu sja kt ini di rs luwuk dri oto kamar oto kamar fixx pica bodi 40kg satu kali deng betis pica ‍,Just 1 week now at Luwuk Hospital from oto room oto room fixx pica body 40kg once with pica calf ‍
445534267.0,Jadi ada sebuah kabupaten di Maluku Utara namanya Kab. Kepulauan Taliabu kalau ingin ke sana via jalur udara harus transit ke luar provinsi dulu dari Ternate ke Makssar lanjut ke Luwuk. Dari Luwuk jalur laut buat ke Kota Bobong di Taliabu,"So there is a district in North Maluku called Kab. If you want to get there by air to the Taliabu Islands, you have to transit outside the province first from Ternate to Makssar and then to Luwuk. From Luwuk the sea route goes to Bobong City in Taliabu"
1.6350884183038031e+18,oke juga nih Luwuk,"that's okay, Luwuk"
1.0589806657885756e+18,Kgn temen temen di luwuk tp ga pengen ke luwuk hehe,I have friends in Luwuk but I don't want to go to Luwuk hehe
108551466.0,Aku tak ngangkat sepatu vans ku sing wis luwuk wae. Nek ra trimo yo tak ngantemi awakku dewe,"I didn't lift my Vans shoes sing wis luwuk wae. Grandma, thank you for not bothering me, dewe"
1.047685137649918e+18,didampingi Kasi Binapigiatja dan Kasubsi Kegiatan Kerja lakukan kunjungan ke Kodim 1308 Luwuk. Kalapas Luwuk bertemu dan berbincang langsung dengan Letnan Kolonel Infantri Hermanto selaku Komandan Kodim 1308 Luwuk. Kunjungan Kerja ini sebagai langkah,"accompanied by the Head of Binapigiatja Section and the Head of Work Activities Sub-Section, made a visit to Kodim 1308 Luwuk. Head of Luwuk Police met and chatted directly with Infantry Lieutenant Colonel Hermanto as Commander of Kodim 1308 Luwuk. This Working Visit is a step"
1637827183.0,ada yang mau ke luwuk ?,does anyone want to go to Luwuk?
593578976.0,Kaya masih pengen ke Luwuk Banggai ,It's like I still want to go to Luwuk Banggai
156313998.0,Luwuk banggai i m coming Bismillah ,Luwuk is proud of me coming Bismillah
309479273.0,Udah sampe luwuk aja gila keren ya tempatnya,"It's already a crazy cool place, Luwuk"
1.7096092786870272e+18,Nonton konser musik di lapangan gelora Luwuk tapi so dingin ini Onyop,Watching a music concert at Luwuk's Gelora Field but it's so cold on Onyop
2348599620.0,Mau sepagi apapun kalo lewat sby ke luwuk kayanya hectic dan maraton terusss...,"No matter how early in the morning, if you go from SBY to Luwuk, it's like hectic and a marathon going on..."
1.0372963647223887e+18,DJKI Kemenkumham Canangkan 2024 sebagai Tahun Indikasi Geografis.,DJKI Kemenkumham Proclaims 2024 as the Year of Geographical Indications.
235144379.0,Akhirnya aku kembali. Aneh air laut sudah tak begitu membuatku sangat bergembira. Ada sesuatu yang mengganjal. Namun suara desir ombak ini masih sangat menenangkan hati &amp; pikiranku dan aku tersenyum saat melihat bulan &amp; bintang bercahaya terang di atas sana #luwuk #banggai,"Finally I'm back. It's strange that sea water doesn't make me very happy anymore. There's something stuck. However, the sound of the waves swishing is still very calming &amp; my thoughts and I smile when I see the moon &amp; the stars are shining brightly up there #luwuk #proud"
279909142.0,Orang luwuk bilang talalo mapuis wkwkwk,Luwuk people say talalo mapuis hahaha
1.0372963647223887e+18, DJKI Sukses Tingkatkan Permohonan Merek Kolektif ,DJKI Successfully Increases Collective Brand Applications
585665750.0,Baru pertama ini beli kertas hvs 1 rim di Luwuk culture shock hargane 80K Baru kali ini aku mengeluh soal harga di sini ,"This is the first time I bought 1 ream of HVS paper in Luwuk, culture shock, the price was 80K. This is the first time I've complained about the price here."
406342874.0,Disini ada yg tinggal di luwuk sulawesi ga? Disana emang langganan mati lampu kah??,"Does anyone here live in Luwuk, Sulawesi? Do the lights go out there?"
1.0372963647223887e+18, AALCO Miliki Pengaruh Besar Untuk Perjuangkan Suara Asia Afrika di Tingkat Global ,AALCO has a big influence in fighting for Asian and African voices at the global level
593578976.0,Ni di Luwuk garis pantainya kan emang pasir putih semua. Jadi di belakang rumah orang juga bisa mandi-mandi. Kalau kita di Makassar mah harus ke Bira dulu ,"In Luwuk, the coastline is all white sand. So behind the house people can also take a shower. If we are in Makassar, we have to go to Bira first"
593578976.0,Luwuk Banggai vibesnya kaya Bau-bau banget. Kotanya banyak tanjakan turunan bukit. Dan tentu saja dekat laut. Sayangnya di sini gk ada ka,Luwuk Banggai has a really smelly vibe. The city has many hills and hills. And of course near the sea. Unfortunately there aren't any here
1.1979610284215992e+18,dah ah capek mellow bgt hr ini mari kita tutup dgn video ultah anak kecil dirayain semua karyawan pizza hut luwuk biar makin mellow byeee ,"I'm so tired of being so mellow today, let's close with a video of a little boy's birthday being celebrated by all Luwuk Pizza Hut employees to make it even more mellow byeee"
128556683.0,Barisan nak rantau Luwuk yg pada patah hati semua saling nasehatin padahal tulul semua,The group of people who migrated from Luwuk who were heartbroken all gave each other advice even though they were all sincere
128556683.0,Mayanlah 4 jam ampana luwuk record baru aku ,Mayanlah 4 hours ampana luwuk my new record
192492511.0,Setelah d dieng support job kemarin banyak support support job yang ga gua tulis salah satunya satu bulan d toili luwuk sulsel.. sama support job cemting juga kita nyemen sumur minyak..,"After yesterday's Dieng job support, there were lots of job support that I didn't write about, one of which was one month in Toili Luwuk, South Sulawesi... with the Cemting job support, we also cemented oil wells..."
1278007136.0,Luwuk banggai toba caldera gorontalo snorkeling kei island is really in my list,Luwuk Banggai Toba Caldera Gorontalo Snorkeling Kei Island is really on my list
