user_id_str,full_text,text_en,lwr,clean_number,clean_punct,clean_double_ws,scores,compound,comp_scores
2936674712.0,Here we go again luwuk dgn gempa nya,Here we go again luwuk with the earthquake,here we go again luwuk with the earthquake,here we go again luwuk with the earthquake,here we go again luwuk with the earthquake,here we go again luwuk with the earthquake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.2952453769543063e+18,selama ngeba penasaran bgt ada gsi tmn ba yg dri luwuk banggai jg? #zonauang,"While I was reading, I was really curious, is there a GSI friend of yours that Luwuk is proud of too? #moneyzone","while i was reading, i was really curious, is there a gsi friend of yours that luwuk is proud of too? #moneyzone","while i was reading, i was really curious, is there a gsi friend of yours that luwuk is proud of too? #moneyzone",while i was reading i was really curious is there a gsi friend of yours that luwuk is proud of too   moneyzone,while i was reading i was really curious is there a gsi friend of yours that luwuk is proud of too moneyzone,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.8357}",0.8357,positif
1.7274955487801344e+18,Mimpiin org yg ga pengen diinget. Mana samperin sampe ke luwuk lagi,Dream about people you don't want to remember. Where do you get to Luwuk again?,dream about people you don't want to remember. where do you get to luwuk again?,dream about people you don't want to remember. where do you get to luwuk again?,dream about people you don t want to remember  where do you get to luwuk again ,dream about people you don t want to remember where do you get to luwuk again,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.3182}",0.3182,positif
1.15324552197419e+18,Luwuk beserta uap lautnya,Luwuk and its sea steam,luwuk and its sea steam,luwuk and its sea steam,luwuk and its sea steam,luwuk and its sea steam,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0589806657885756e+18,Liat di tiktok ada yg dibangunin sahur sama anak-anak kompleksnya aku jadi kangen puasa di Luwuk yg tiap sahur dibangunin gt jugakkk sama anak-anak kompleksku. Yg awalnya nyebut aku doang hari hari berikutnya udah bawa mama papaku juga ,"I saw on TikTok that someone was building a sahur compound for the children, I really miss fasting in Luwuk, where every sahur I also build a complex for my children. The one who initially mentioned me only brought my mother and father the next day","i saw on tiktok that someone was building a sahur compound for the children, i really miss fasting in luwuk, where every sahur i also build a complex for my children. the one who initially mentioned me only brought my mother and father the next day","i saw on tiktok that someone was building a sahur compound for the children, i really miss fasting in luwuk, where every sahur i also build a complex for my children. the one who initially mentioned me only brought my mother and father the next day",i saw on tiktok that someone was building a sahur compound for the children i really miss fasting in luwuk where every sahur i also build a complex for my children  the one who initially mentioned me only brought my mother and father the next day,i saw on tiktok that someone was building a sahur compound for the children i really miss fasting in luwuk where every sahur i also build a complex for my children the one who initially mentioned me only brought my mother and father the next day,"{'neg': 0.045, 'neu': 0.955, 'pos': 0.0, 'compound': -0.2247}",-0.2247,negatif
193969272.0,Nu sok beja bandung mah hidupnya pelan dsb berarti can pernah nyobaan Luwuk Balige Klaten Purwokerto Wonosobo Tarutung dsb,"So, if you live in Bandung, life is slow, etc., which means you can try Luwuk, Balige, Klaten, Purwokerto, Wonosobo, Tarutung, etc.","so, if you live in bandung, life is slow, etc., which means you can try luwuk, balige, klaten, purwokerto, wonosobo, tarutung, etc.","so, if you live in bandung, life is slow, etc., which means you can try luwuk, balige, klaten, purwokerto, wonosobo, tarutung, etc.",so if you live in bandung life is slow etc  which means you can try luwuk balige klaten purwokerto wonosobo tarutung etc ,so if you live in bandung life is slow etc which means you can try luwuk balige klaten purwokerto wonosobo tarutung etc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.7274955487801344e+18,Jalan ke banggai luwuk seru ga sih? Wkwkkw,Is the trip to Banggai Luwuk exciting? Wow,is the trip to banggai luwuk exciting? wow,is the trip to banggai luwuk exciting? wow,is the trip to banggai luwuk exciting  wow,is the trip to banggai luwuk exciting wow,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.7906}",0.7906,positif
1.0372963647223887e+18,Hallo sobat BaLuk terima kasih atas partisipasi yang diberikan dalam mendukung Balai Pemasyarakatan Kelas II Luwuk Jajaran Kementerian Hukum dan HAM Sulawesi Tengah guna memberikan pelayanan yang terbaik bagi masyarakat.,"Hello BaLuk friends, thank you for your participation in supporting the Class II Luwuk Correctional Center within the Ministry of Law and Human Rights of Central Sulawesi to provide the best service for the community.","hello baluk friends, thank you for your participation in supporting the class ii luwuk correctional center within the ministry of law and human rights of central sulawesi to provide the best service for the community.","hello baluk friends, thank you for your participation in supporting the class ii luwuk correctional center within the ministry of law and human rights of central sulawesi to provide the best service for the community.",hello baluk friends thank you for your participation in supporting the class ii luwuk correctional center within the ministry of law and human rights of central sulawesi to provide the best service for the community ,hello baluk friends thank you for your participation in supporting the class ii luwuk correctional center within the ministry of law and human rights of central sulawesi to provide the best service for the community,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9136}",0.9136,positif
1.0185535902211892e+18,Harga harga di pasar tradisional di Luwuk Banggai hampir semua naik di antaranya beras sayur tomat gula pasir.,"Almost everything at the traditional market in Luwuk Banggai has increased, including rice, vegetables, tomatoes, sugar.","almost everything at the traditional market in luwuk banggai has increased, including rice, vegetables, tomatoes, sugar.","almost everything at the traditional market in luwuk banggai has increased, including rice, vegetables, tomatoes, sugar.",almost everything at the traditional market in luwuk banggai has increased including rice vegetables tomatoes sugar ,almost everything at the traditional market in luwuk banggai has increased including rice vegetables tomatoes sugar,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,positif
1.6219360470673736e+18,setiap perpindahan kota pasti satu masalah utama tuh breakout di muka ada aja. skrg tbtb kering bgt muka mo nangis hiks pdhl air luwuk dingin seger tp itu hawa nya panas bgt balik lg cocok2an emg️,"Every time you move to a city, one major problem is always facial breakouts. now your face is so dry, you want to cry sob even though the water in Luwuk is cool and fresh but the air is really hot, it's fine again, it's fine, really️","every time you move to a city, one major problem is always facial breakouts. now your face is so dry, you want to cry sob even though the water in luwuk is cool and fresh but the air is really hot, it's fine again, it's fine, really️","every time you move to a city, one major problem is always facial breakouts. now your face is so dry, you want to cry sob even though the water in luwuk is cool and fresh but the air is really hot, it's fine again, it's fine, really️",every time you move to a city one major problem is always facial breakouts  now your face is so dry you want to cry sob even though the water in luwuk is cool and fresh but the air is really hot it s fine again it s fine really ,every time you move to a city one major problem is always facial breakouts now your face is so dry you want to cry sob even though the water in luwuk is cool and fresh but the air is really hot it s fine again it s fine really,"{'neg': 0.102, 'neu': 0.715, 'pos': 0.184, 'compound': 0.5224}",0.5224,positif
2335094394.0,Jauh2 ke luwuk ketemunye @yogabujang,All the way to Luwuk and found @yogabujang,all the way to luwuk and found @yogabujang,all the way to luwuk and found @yogabujang,all the way to luwuk and found yogabujang,all the way to luwuk and found yogabujang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
2362577604.0,provinsi sulawesi tengah jga sih tapi ya saya memilih luwuk karna ya saya memang belum pernah kesini dan saya sangat penasaran dengan kota ini yang menawarkan berbagai macam keindahan alam dan saya akan mengexplorenya,"Central Sulawesi province too, but yes, I chose Luwuk because I have never been here and I am very curious about this city which offers various kinds of natural beauty and I will explore it.","central sulawesi province too, but yes, i chose luwuk because i have never been here and i am very curious about this city which offers various kinds of natural beauty and i will explore it.","central sulawesi province too, but yes, i chose luwuk because i have never been here and i am very curious about this city which offers various kinds of natural beauty and i will explore it.",central sulawesi province too but yes i chose luwuk because i have never been here and i am very curious about this city which offers various kinds of natural beauty and i will explore it ,central sulawesi province too but yes i chose luwuk because i have never been here and i am very curious about this city which offers various kinds of natural beauty and i will explore it,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.9468}",0.9468,positif
2362577604.0,Memutuskan untuk memulai mimpi yang mungkin banyak orang mengatakan itu mimpi yg biasa saja tapi menurut saya itu besar yaitu keliling pulai sulwesi yaa walaupun tdk semua tempat pastinya perjalan dimulai dari morowali sulawesi tengah menuju luwuk banggai yang masih sama2 di,"Decided to start a dream that many people might say is an ordinary dream but in my opinion it is big, namely traveling around Sulawesi Island, although not all places, of course the journey starts from Morowali, Central Sulawesi to Luwuk Banggai, which is still the same in","decided to start a dream that many people might say is an ordinary dream but in my opinion it is big, namely traveling around sulawesi island, although not all places, of course the journey starts from morowali, central sulawesi to luwuk banggai, which is still the same in","decided to start a dream that many people might say is an ordinary dream but in my opinion it is big, namely traveling around sulawesi island, although not all places, of course the journey starts from morowali, central sulawesi to luwuk banggai, which is still the same in",decided to start a dream that many people might say is an ordinary dream but in my opinion it is big namely traveling around sulawesi island although not all places of course the journey starts from morowali central sulawesi to luwuk banggai which is still the same in,decided to start a dream that many people might say is an ordinary dream but in my opinion it is big namely traveling around sulawesi island although not all places of course the journey starts from morowali central sulawesi to luwuk banggai which is still the same in,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.25}",0.25,positif
2362577604.0,3 hari di luwuk banggai nama panggilan su menjadi daeng,"3 days in Luwuk, proud of Su's nickname, Daeng","3 days in luwuk, proud of su's nickname, daeng"," days in luwuk, proud of su's nickname, daeng", days in luwuk proud of su s nickname daeng,days in luwuk proud of su s nickname daeng,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}",0.4767,positif
1.1269054319163432e+18,Luwuk banggai terima kasih atas segala keindahan dan kebaikan yang sudah diberikan. Suatu hal yang tak akan terlupakan.,Luwuk is proud to thank you for all the beauty and kindness that has been given. Something that will never be forgotten.,luwuk is proud to thank you for all the beauty and kindness that has been given. something that will never be forgotten.,luwuk is proud to thank you for all the beauty and kindness that has been given. something that will never be forgotten.,luwuk is proud to thank you for all the beauty and kindness that has been given  something that will never be forgotten ,luwuk is proud to thank you for all the beauty and kindness that has been given something that will never be forgotten,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9196}",0.9196,positif
855621674.0,Purwokerto - Bekasi - Luwuk... ekspedisi 45 hari..,Purwokerto - Bekasi - Luwuk... 45 day expedition..,purwokerto - bekasi - luwuk... 45 day expedition..,purwokerto - bekasi - luwuk...  day expedition..,purwokerto   bekasi   luwuk     day expedition  ,purwokerto bekasi luwuk day expedition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
593578976.0,Wishlist: bisa ke Luwuk Banggai lagi tapi liburan bukan kerja :),Wishlist: I can go to Luwuk Banggai again but it's a holiday instead of work :),wishlist: i can go to luwuk banggai again but it's a holiday instead of work :),wishlist: i can go to luwuk banggai again but it's a holiday instead of work :),wishlist  i can go to luwuk banggai again but it s a holiday instead of work  ,wishlist i can go to luwuk banggai again but it s a holiday instead of work,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.5499}",0.5499,positif
1.1269054319163432e+18,Selesai sudah singgah makasar lanut luwuk jalur laut,Finished stopping by Makasar lanut Luwuk sea route,finished stopping by makasar lanut luwuk sea route,finished stopping by makasar lanut luwuk sea route,finished stopping by makasar lanut luwuk sea route,finished stopping by makasar lanut luwuk sea route,"{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.1531}",-0.1531,negatif
1.3150546498466243e+18,Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. dalam 2 hari ,Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. in 2 days,jakarta - madiun - trenggalek - madiun - jakarta - makassar - luwuk.. in 2 days,jakarta - madiun - trenggalek - madiun - jakarta - makassar - luwuk.. in  days,jakarta   madiun   trenggalek   madiun   jakarta   makassar   luwuk   in  days,jakarta madiun trenggalek madiun jakarta makassar luwuk in days,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
147876846.0,Next luwuk letsss goooooo~~~~,Next Luwuk letsss goooooo~~~~,next luwuk letsss goooooo~~~~,next luwuk letsss goooooo~~~~,next luwuk letsss goooooo    ,next luwuk letsss goooooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
1.0185535902211892e+18,Tolong dong mas @prastow ingatkan layanan KPP Pratama Luwuk. Pegawai resepsionis wajahnya kecut minta ampun saat melayani orang mau urus NPWP pas tanya ke resepsionis dijawab sekenanya.,"Please, bro @prastow, remind us of the KPP Pratama Luwuk service. The receptionist had a sour face asking for forgiveness when serving people who wanted to take care of their NPWP when they asked the receptionist and answered carelessly.","please, bro @prastow, remind us of the kpp pratama luwuk service. the receptionist had a sour face asking for forgiveness when serving people who wanted to take care of their npwp when they asked the receptionist and answered carelessly.","please, bro @prastow, remind us of the kpp pratama luwuk service. the receptionist had a sour face asking for forgiveness when serving people who wanted to take care of their npwp when they asked the receptionist and answered carelessly.",please bro prastow remind us of the kpp pratama luwuk service  the receptionist had a sour face asking for forgiveness when serving people who wanted to take care of their npwp when they asked the receptionist and answered carelessly ,please bro prastow remind us of the kpp pratama luwuk service the receptionist had a sour face asking for forgiveness when serving people who wanted to take care of their npwp when they asked the receptionist and answered carelessly,"{'neg': 0.046, 'neu': 0.78, 'pos': 0.174, 'compound': 0.6808}",0.6808,positif
231309444.0,saya ke medan bisa merasakan kereta bandara ke bitung bisa lewat tol dari manado ke samarinda sudah ada jalur jembatan baru ke jayapura sudah melewati jembatan baru ke luwuk sudah menjadi kota maju masih heran banyak orang terhasut hanya dari omongan anis seolah negara ini rusak,"I go to Medan, I can feel the airport train to Bitung, I can take the toll road from Manado to Samarinda, there is already a new bridge route to Jayapura, I have passed the new bridge to Luwuk, it has become a developed city, I am still surprised that many people are incited just by Anis' talk as if this country is broken","i go to medan, i can feel the airport train to bitung, i can take the toll road from manado to samarinda, there is already a new bridge route to jayapura, i have passed the new bridge to luwuk, it has become a developed city, i am still surprised that many people are incited just by anis' talk as if this country is broken","i go to medan, i can feel the airport train to bitung, i can take the toll road from manado to samarinda, there is already a new bridge route to jayapura, i have passed the new bridge to luwuk, it has become a developed city, i am still surprised that many people are incited just by anis' talk as if this country is broken",i go to medan i can feel the airport train to bitung i can take the toll road from manado to samarinda there is already a new bridge route to jayapura i have passed the new bridge to luwuk it has become a developed city i am still surprised that many people are incited just by anis  talk as if this country is broken,i go to medan i can feel the airport train to bitung i can take the toll road from manado to samarinda there is already a new bridge route to jayapura i have passed the new bridge to luwuk it has become a developed city i am still surprised that many people are incited just by anis talk as if this country is broken,"{'neg': 0.052, 'neu': 0.917, 'pos': 0.032, 'compound': -0.296}",-0.296,negatif
1002601285.0,Yeayyy besok pulang Luwuk ,Yeayyy I'm going home from Luwuk tomorrow,yeayyy i'm going home from luwuk tomorrow,yeayyy i'm going home from luwuk tomorrow,yeayyy i m going home from luwuk tomorrow,yeayyy i m going home from luwuk tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
117678778.0,Selayar kayaknya asik ya? atau Tanjung Puting? atau Luwuk Banggai? atau Toraja? atau Sumba? atau Waerebo? ah banyak kali wishlist ini,"Seems like fun, right? or Tanjung Puting? or Luwuk Banggai? or Toraja? or Sumba? or Waerebo? Ah, there are so many wishes on this wish list","seems like fun, right? or tanjung puting? or luwuk banggai? or toraja? or sumba? or waerebo? ah, there are so many wishes on this wish list","seems like fun, right? or tanjung puting? or luwuk banggai? or toraja? or sumba? or waerebo? ah, there are so many wishes on this wish list",seems like fun right  or tanjung puting  or luwuk banggai  or toraja  or sumba  or waerebo  ah there are so many wishes on this wish list,seems like fun right or tanjung puting or luwuk banggai or toraja or sumba or waerebo ah there are so many wishes on this wish list,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8548}",0.8548,positif
318411580.0,Ni mau ngeprint aja degdegan stgh mati karena print harus di kertas yang udah dicap basah RSUD Luwuk:) sampe salah ga ngerti lagi Banggai jauh bos. Untung kelar besok tinggal ke Dinkes ,"I just want to print it and I'm nervous about dying because it has to be printed on paper that has been wet stamped by Luwuk Regional Hospital :) until it's wrong, I don't understand anymore. Very proud boss. Luckily it will be finished tomorrow, just go to the Health Office","i just want to print it and i'm nervous about dying because it has to be printed on paper that has been wet stamped by luwuk regional hospital :) until it's wrong, i don't understand anymore. very proud boss. luckily it will be finished tomorrow, just go to the health office","i just want to print it and i'm nervous about dying because it has to be printed on paper that has been wet stamped by luwuk regional hospital :) until it's wrong, i don't understand anymore. very proud boss. luckily it will be finished tomorrow, just go to the health office",i just want to print it and i m nervous about dying because it has to be printed on paper that has been wet stamped by luwuk regional hospital   until it s wrong i don t understand anymore  very proud boss  luckily it will be finished tomorrow just go to the health office,i just want to print it and i m nervous about dying because it has to be printed on paper that has been wet stamped by luwuk regional hospital until it s wrong i don t understand anymore very proud boss luckily it will be finished tomorrow just go to the health office,"{'neg': 0.094, 'neu': 0.757, 'pos': 0.149, 'compound': 0.469}",0.469,positif
318411580.0,Terimakasih Luwuk ,Thank you Luwuk,thank you luwuk,thank you luwuk,thank you luwuk,thank you luwuk,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positif
318411580.0,Ga nyangka bisa tahan setahun untuk ga pulang dari Luwuk mengabdi di sini sampe akhirnya Hari Kamis besok balik ke keluarga masing-masing. What a year.,I didn't think I would be able to endure a year without returning from Luwuk to serve here until finally going back to my respective families next Thursday. What a year.,i didn't think i would be able to endure a year without returning from luwuk to serve here until finally going back to my respective families next thursday. what a year.,i didn't think i would be able to endure a year without returning from luwuk to serve here until finally going back to my respective families next thursday. what a year.,i didn t think i would be able to endure a year without returning from luwuk to serve here until finally going back to my respective families next thursday  what a year ,i didn t think i would be able to endure a year without returning from luwuk to serve here until finally going back to my respective families next thursday what a year,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4215}",0.4215,positif
223750812.0,Kalau ada kesempatan beli hp baru mau beli hp yg kameranya canggih sehingga bisa capture galaxy dari langit malam di luwuk,"If you have the opportunity to buy a new cellphone, you want to buy a cellphone with a sophisticated camera so you can capture galaxies from the night sky in Luwuk","if you have the opportunity to buy a new cellphone, you want to buy a cellphone with a sophisticated camera so you can capture galaxies from the night sky in luwuk","if you have the opportunity to buy a new cellphone, you want to buy a cellphone with a sophisticated camera so you can capture galaxies from the night sky in luwuk",if you have the opportunity to buy a new cellphone you want to buy a cellphone with a sophisticated camera so you can capture galaxies from the night sky in luwuk,if you have the opportunity to buy a new cellphone you want to buy a cellphone with a sophisticated camera so you can capture galaxies from the night sky in luwuk,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.7717}",0.7717,positif
548968540.0,sebenernya di luwuk ini banyak bgt yg bisa diexplore tapi sygnya w brgkt udh dalam kondisi capee jd mau muter2 sendiri jg udh gada tenaga huee tp syg bgtt ini udh jauh2,"Actually, there are a lot of things in Luwuk that can be explored, but unfortunately I'm tired, so I want to go around on my own and I don't have the energy, but unfortunately, it's already a long way","actually, there are a lot of things in luwuk that can be explored, but unfortunately i'm tired, so i want to go around on my own and i don't have the energy, but unfortunately, it's already a long way","actually, there are a lot of things in luwuk that can be explored, but unfortunately i'm tired, so i want to go around on my own and i don't have the energy, but unfortunately, it's already a long way",actually there are a lot of things in luwuk that can be explored but unfortunately i m tired so i want to go around on my own and i don t have the energy but unfortunately it s already a long way,actually there are a lot of things in luwuk that can be explored but unfortunately i m tired so i want to go around on my own and i don t have the energy but unfortunately it s already a long way,"{'neg': 0.231, 'neu': 0.665, 'pos': 0.104, 'compound': -0.7587}",-0.7587,negatif
570645290.0,Jogja -&gt;jakarta-&gt;palu-&gt;luwuk Oh Tuhan tepaaaarrrrrrrr,Jogja -&gt;jakarta-&gt;palu-&gt;luwuk Oh my God it's truerrrrrrrr,jogja -&gt;jakarta-&gt;palu-&gt;luwuk oh my god it's truerrrrrrrr,jogja -&gt;jakarta-&gt;palu-&gt;luwuk oh my god it's truerrrrrrrr,jogja   gtjakarta  gtpalu  gtluwuk oh my god it s truerrrrrrrr,jogja gtjakarta gtpalu gtluwuk oh my god it s truerrrrrrrr,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,positif
207047571.0,kenapa tiket pesawat ke Jeju lebih murah dari pada ke Luwuk ,why are plane tickets to Jeju cheaper than to Luwuk?,why are plane tickets to jeju cheaper than to luwuk?,why are plane tickets to jeju cheaper than to luwuk?,why are plane tickets to jeju cheaper than to luwuk ,why are plane tickets to jeju cheaper than to luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
76216670.0,Pengen deh ke Luwuk lagi,I want to go to Luwuk again,i want to go to luwuk again,i want to go to luwuk again,i want to go to luwuk again,i want to go to luwuk again,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,netral
1.0095028265385329e+18,nyari promo tiket pesawat dimana deh luwuk - makassar mahal bgt yaAllah,"Look for promo plane tickets anywhere in Luwuk - Makassar, it's really expensive, my God","look for promo plane tickets anywhere in luwuk - makassar, it's really expensive, my god","look for promo plane tickets anywhere in luwuk - makassar, it's really expensive, my god",look for promo plane tickets anywhere in luwuk   makassar it s really expensive my god,look for promo plane tickets anywhere in luwuk makassar it s really expensive my god,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.3321}",0.3321,positif
538157358.0,Luwuk isinya napa banyak bule gini sama orang jepang oiya banyak LNG nya maklum ,"Luwuk is full of why there are so many foreigners like this and Japanese people, oh yes, there is a lot of LNG, understandably so","luwuk is full of why there are so many foreigners like this and japanese people, oh yes, there is a lot of lng, understandably so","luwuk is full of why there are so many foreigners like this and japanese people, oh yes, there is a lot of lng, understandably so",luwuk is full of why there are so many foreigners like this and japanese people oh yes there is a lot of lng understandably so,luwuk is full of why there are so many foreigners like this and japanese people oh yes there is a lot of lng understandably so,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.6666}",0.6666,positif
